State	LogProb	m[0][0]	m[0][1]	m[0][2]	m[0][3]	m[0][4]	m[0][5]	m[0][6]	m[1][0]	m[1][1]	m[1][2]	m[1][3]	m[1][4]	m[1][5]	m[1][6]	m[2][0]	m[2][1]	m[2][2]	m[2][3]	m[2][4]	m[2][5]	m[2][6]	m[3][0]	m[3][1]	m[3][2]	m[3][3]	m[3][4]	m[3][5]	m[3][6]	m[4][0]	m[4][1]	m[4][2]	m[4][3]	m[4][4]	m[4][5]	m[4][6]	m[5][0]	m[5][1]	m[5][2]	m[5][3]	m[5][4]	m[5][5]	m[5][6]	m[6][0]	m[6][1]	m[6][2]	m[6][3]	m[6][4]	m[6][5]	m[6][6]	
1160000	-5246.58	0.94441	0.00751564	0.0231577	0.000285541	0.0129826	0.00655582	0.00509261	0.0164021	0.874981	0.000101619	0.0773267	0.01875	0.0105984	0.00183992	0.00308542	0.0746075	0.782032	0.0235573	0.000196777	0.0237408	0.0927801	0.0273745	0.242489	0.0200325	0.685565	0.00269078	0.00351129	0.0183362	0.197932	0.0535121	0.00554496	0.0208068	0.681059	0.0131236	0.0280214	0.0914381	0.0373055	0.0528209	0.0506128	0.0353154	0.709333	0.0231743	0.0764296	0.147876	0.0391323	0.0113492	0.0292056	0.0209941	0.675013	
1162000	-5245.71	0.927215	0.0334174	0.00949106	0.0102935	0.0061384	0.00119962	0.0122449	0.000635215	0.886536	0.0137709	0.0153937	0.0656323	0.00794374	0.0100877	0.00482946	0.133005	0.800298	0.00563625	0.00447814	0.00166865	0.0500854	0.00881672	0.248063	0.0297499	0.685041	0.0102188	0.00660402	0.0115064	0.217459	0.04779	0.0456539	0.0089694	0.670391	0.00317126	0.0065652	0.0117951	0.011043	0.139458	0.045643	0.00841531	0.6795	0.104146	0.0300865	0.122415	0.0489716	0.0256585	0.0539468	0.00886858	0.710053	
1164000	-5229.87	0.955413	0.00306955	0.0143133	0.00750048	0.0154837	0.00394109	0.000278895	0.00267596	0.937194	0.0224695	0.0134364	0.00320522	0.0180385	0.00298042	0.00305141	0.145535	0.718301	0.0338172	0.000685817	0.010853	0.0877565	0.0166287	0.209948	0.076146	0.673758	0.000961755	0.012369	0.0101893	0.184454	0.0567671	0.0293635	0.00203011	0.692735	0.0210065	0.013644	0.01001	0.038062	0.140479	0.126355	0.0033312	0.672765	0.00899732	0.0147308	0.116709	0.132975	0.00273018	0.0183081	0.0220435	0.692503	
1166000	-5244.25	0.945093	0.00232088	0.00344484	0.00750048	0.00749324	0.0290371	0.00511073	0.0119516	0.892065	0.0065399	0.0313361	0.034235	0.0209547	0.00291759	0.00429505	0.124222	0.770404	0.0308377	0.0148568	0.00105249	0.054332	0.0164581	0.21765	0.0408276	0.674812	0.00269765	0.0261966	0.0213579	0.214484	0.0352222	0.0138299	0.0060012	0.671929	0.0100069	0.0485264	0.0233449	0.0613751	0.0885369	0.124589	0.0162993	0.667331	0.0185234	0.0245143	0.113168	0.0366751	0.0540671	0.00433764	0.0206814	0.746557	
1168000	-5225.09	0.933602	0.00738441	0.0130495	0.00601187	0.0302912	0.00871659	0.000944474	0.0191832	0.907962	0.016878	0.0360858	0.00234847	0.00709375	0.0104484	0.0154735	0.12069	0.776942	0.000771352	0.0247292	0.0212732	0.0401212	0.000354038	0.215496	0.0596145	0.707022	0.0108013	0.00555772	0.00115429	0.175244	0.0560914	0.0843423	2.4679e-005	0.6698	0.00685494	0.00764286	0.0774427	0.0393863	0.100105	0.0827747	0.00884854	0.685388	0.00605553	0.0465126	0.0902183	0.145987	0.013414	0.000458085	0.000617122	0.702793	
1170000	-5289.98	0.928444	0.00792388	0.00815713	0.00482504	0.0332301	0.00871659	0.00870287	0.0273256	0.866728	0.0657084	0.00063134	0.00840542	0.0181215	0.0130794	0.015521	0.153259	0.762251	0.0140478	0.0103559	0.00677224	0.0377932	0.00024848	0.216909	0.0602769	0.699774	0.00981051	0.00423212	0.0087497	0.16875	0.0244692	0.0723864	0.0286698	0.683296	0.0167289	0.00570014	0.0784707	0.0238491	0.0707803	0.0801895	0.00362289	0.715427	0.0276607	0.00789887	0.130862	0.0901233	0.0270597	0.0355879	0.0263958	0.682072	
1172000	-5238.88	0.908487	0.0031563	0.000698379	0.0141049	0.0220016	0.0202	0.0313522	0.00840606	0.957777	0.00354818	0.00152063	0.00840542	0.0117128	0.0086301	0.000564902	0.10881	0.805868	0.0295089	0.00419492	0.00314939	0.0479041	0.0133248	0.168191	0.0494067	0.72969	0.00582421	0.0231151	0.0104486	0.173688	0.0194987	0.0882971	0.0272517	0.684231	0.00587005	0.00116354	0.0535674	0.0352042	0.0337821	0.163076	0.0357608	0.666891	0.0117181	0.0379703	0.0998492	0.0983444	0.0645954	0.00951644	0.00180713	0.687917	
1174000	-5209.8	0.881293	0.0224065	0.0016966	0.0249747	0.057163	0.00499654	0.00746963	0.0208211	0.942306	0.015631	0.00299408	0.0160851	0.0020515	0.000111252	0.0238778	0.0412204	0.733003	0.0818732	0.00944601	0.0228715	0.0877083	0.0160053	0.169393	0.0393859	0.748277	0.0121176	0.00830999	0.006511	0.119355	0.0943322	0.00864889	0.0733797	0.675991	0.0179389	0.0103544	0.0214301	0.0619425	0.0386	0.12314	0.0445182	0.682366	0.0280037	0.0086036	0.154772	0.0904814	0.0172788	0.0237607	0.00989497	0.695209	
1176000	-5259.13	0.934049	0.00255743	0.0016966	0.00961566	0.0337308	0.0112896	0.00706081	0.0029465	0.963494	0.0113337	0.00182264	0.0135401	0.0020515	0.00481144	0.0172334	0.0737519	0.812764	0.0341212	0.00774683	0.00302377	0.0513591	0.0120982	0.216732	0.029305	0.696284	0.000961946	0.0065199	0.0380995	0.127112	0.073054	0.00694721	0.0750007	0.682498	0.0278093	0.00757834	0.0731788	0.0695963	0.0351276	0.0439678	0.0770624	0.673917	0.0271501	0.0038853	0.152016	0.0420068	0.0491481	0.0684324	0.00869574	0.675816	
1178000	-5257.14	0.886032	0.00706735	0.013866	0.000844182	0.0528108	0.00248813	0.0368915	0.00492973	0.926902	0.0314146	0.00182264	0.026897	0.00713138	0.000902287	0.00470728	0.122864	0.831544	0.00392311	0.000929849	0.00224789	0.0337837	0.0181366	0.210744	0.0196567	0.74036	0.000900922	0.00698806	0.00321369	0.131317	0.0804627	0.0675499	0.0150671	0.670567	0.0324485	0.00258748	0.0325919	0.0781211	0.0328976	0.159843	0.0209668	0.668276	0.00730356	0.0205275	0.153513	0.0779673	0.0384711	0.00383095	0.0327652	0.672925	
1180000	-5239.98	0.894679	0.0222323	0.013866	0.00242229	0.0223596	0.0281694	0.0162715	0.0323152	0.861821	0.0259785	0.0460837	0.00561552	0.00997833	0.0182077	0.0135493	0.112941	0.76585	0.0475221	0.0157438	0.0151169	0.0292766	0.0248555	0.254151	0.0218458	0.690158	0.00575989	0.00181056	0.00141972	0.194789	0.0336741	0.0642535	0.014393	0.680276	0.00498428	0.00763002	0.0394982	0.0206411	0.0659831	0.056743	0.0946101	0.715849	0.00667579	0.0290766	0.175072	0.0423346	0.0589795	0.00249542	0.00879211	0.68325	
1182000	-5249.35	0.912134	0.0154997	0.0381013	0.00277165	0.0175848	0.00907938	0.004829	0.00467574	0.884566	0.000393787	0.0760001	0.0135221	0.0179239	0.00291842	0.00280395	0.140932	0.758375	0.00439387	0.0128081	0.00238649	0.0783014	0.0024166	0.265442	0.0246778	0.691321	0.0065045	0.00511159	0.00452737	0.167537	0.0127334	0.0448627	0.0988446	0.668035	0.00259002	0.00539787	0.115296	0.079185	0.0308056	0.0411105	0.0304318	0.680044	0.0231267	0.00420404	0.209939	0.0255304	0.0574695	0.0203249	0.00906435	0.673468	
1184000	-5273.69	0.916787	0.0327111	0.00286784	0.00431633	0.0338758	0.00232661	0.00711502	0.0161765	0.935594	0.00516951	0.00471001	0.0128384	0.0110151	0.0144964	0.00895939	0.142307	0.755706	0.0165374	0.0032606	0.0175463	0.0556827	0.0132443	0.265442	0.0106633	0.685771	0.0214462	0.001948	0.00148572	0.210903	0.0559621	0.000711001	0.0160603	0.69084	0.022479	0.00304408	0.00118823	0.0181796	0.0417806	0.090728	0.106407	0.740138	0.0015784	0.00249935	0.213044	0.100475	0.00955906	0.00242177	0.000473956	0.671527	
1186000	-5307.27	0.91637	0.0123328	0.00850287	0.0114426	0.026825	0.00174496	0.022782	0.0121015	0.928339	0.00341372	0.0215456	0.0026621	0.0114544	0.0204832	0.0364065	0.157219	0.739974	0.00969103	0.00605402	0.00606293	0.0445924	0.00916297	0.271468	0.0157426	0.682305	0.00876525	0.0118437	0.000712074	0.213056	0.0267889	0.0143313	0.0382985	0.6719	0.00623136	0.0293932	0.0281466	0.0602578	0.0749892	0.125873	0.024809	0.669595	0.0163295	0.0238426	0.170879	0.0621909	0.0088602	0.0361652	0.0262833	0.671779	
1188000	-5313.79	0.903074	0.0299534	0.0104518	0.0156447	0.00932412	0.0220382	0.00951337	0.029405	0.898578	0.0123646	0.00912595	0.0125645	0.00743696	0.0305245	0.018462	0.194236	0.70698	0.0243505	0.00213556	0.00197034	0.0518655	0.00710859	0.286568	0.0104398	0.682746	0.0078549	0.000614569	0.00466805	0.22057	0.0306703	0.00952444	0.00961225	0.699841	0.000365876	0.0294164	0.0315586	0.0529035	0.115596	0.065187	0.05798	0.66802	0.00875449	0.00935776	0.184365	0.0502468	0.0185253	0.00692583	0.0147219	0.715858	
1190000	-5245.12	0.933852	0.0148806	0.00628316	0.0158792	0.0143658	0.0114029	0.0033365	0.00611266	0.948905	0.0150488	0.00811785	0.00612305	0.00782091	0.00787184	0.00269826	0.192775	0.749056	0.0132821	0.00370445	0.00810956	0.030374	0.00626433	0.270392	0.0104612	0.697712	0.00593971	0.00861628	0.000614484	0.261163	0.00605631	0.0168174	0.00832518	0.673478	0.0227457	0.0114139	0.0251438	0.0638858	0.166945	0.0569154	0.0120876	0.66741	0.00761264	0.0196573	0.18367	0.0575287	0.0207883	0.0462438	0.00256423	0.669547	
1192000	-5258.51	0.868094	0.0346994	0.00484901	0.0174752	0.0234618	0.021704	0.0297164	0.0121858	0.906991	0.0119617	0.0291844	0.0162687	0.00637537	0.0170332	0.00748396	0.211827	0.697095	0.028054	0.00363024	0.00077034	0.0511392	0.00250959	0.262904	0.0143812	0.677349	0.002051	0.0341655	0.0066407	0.193765	0.0272514	0.0629977	0.0250728	0.674201	0.00570488	0.0110075	0.0564929	0.028991	0.0546355	0.129887	0.00755359	0.711393	0.011047	0.0197931	0.205969	0.044897	0.0191664	0.0185964	0.009809	0.681769	
1194000	-5251.15	0.952788	0.0119725	0.00165565	0.00551947	0.0101075	0.00654509	0.0114122	0.00540676	0.950885	0.00790193	0.0173482	0.000925585	0.0114757	0.00605709	0.0037595	0.205287	0.737229	0.00853561	0.00343833	0.0082702	0.0334804	0.0336824	0.254973	0.00308989	0.689183	0.000806934	0.0116369	0.00662857	0.230285	0.025699	0.00789909	0.0160954	0.703318	0.00578261	0.0109203	0.0157447	0.0933269	0.0578243	0.0655221	0.0497286	0.70228	0.0155731	0.00197844	0.229123	0.0628188	0.00830379	0.00458894	0.00687293	0.686314	
1196000	-5262.62	0.911902	0.0738014	0.00123093	0.00146009	0.00892491	0.00171727	0.000963127	0.00865314	0.917949	0.00950791	0.0387306	0.0112038	0.00620916	0.00774662	0.00872768	0.193054	0.707743	0.0165405	0.00497167	0.00482075	0.0641421	0.0414065	0.232899	0.0164129	0.687171	0.00288529	0.000332185	0.018893	0.267929	0.0260536	0.0091026	0.0064354	0.671658	0.0146654	0.00415609	0.0937204	0.0444694	0.0769573	0.0571605	2.49942e-005	0.70644	0.0212277	0.0122491	0.201844	0.0535305	0.00913503	0.0219835	0.000624554	0.700633	
1198000	-5317.61	0.931317	0.0338684	0.00872036	0.00196407	0.0127054	0.00142488	0.00999964	0.00207981	0.888546	0.000792213	0.0754851	0.0032245	0.0256014	0.00427106	0.0114246	0.177388	0.748258	0.0329631	0.000892027	0.000894076	0.0281798	0.0236022	0.268335	0.00150685	0.680267	0.0124132	0.00798153	0.00589369	0.20249	0.034491	0.0661615	0.00740569	0.670818	0.00562838	0.0130046	0.0360068	0.0526391	0.0828792	0.108715	0.0118098	0.682477	0.0254726	0.0261061	0.188105	0.0790347	0.0116984	0.00844547	0.0196259	0.666984	
1200000	-5320.02	0.942524	0.000923329	0.00715063	0.00570922	0.0210575	0.0197943	0.00284079	0.00350534	0.880481	0.0190955	0.0270918	0.0174676	0.0513678	0.00099121	0.0285659	0.204464	0.704751	0.020885	0.00142004	0.00944306	0.0304701	0.0377811	0.249578	0.000310638	0.687627	0.00490397	0.00529165	0.014507	0.136232	0.0100729	0.0208269	0.0486615	0.71953	0.0337958	0.0308809	0.0641489	0.051268	0.0170161	0.110734	0.0188958	0.68482	0.0531172	0.0025984	0.213734	0.0423251	0.0181232	0.0125242	0.00502718	0.705668	
1202000	-5295.29	0.884237	0.000923329	0.0172182	0.0277948	0.0212991	0.0283178	0.0202101	0.0501519	0.848583	0.0381344	0.0237006	0.016599	0.0119804	0.010851	0.0077097	0.240099	0.697104	0.0273923	0.00146289	0.00724697	0.0189852	0.022395	0.234163	0.00055552	0.714299	0.00749348	0.00587059	0.0152235	0.164376	0.0236413	0.020395	0.0609728	0.668629	0.0503234	0.011663	0.0405344	0.0429216	0.102717	0.102511	0.00271877	0.670508	0.0380891	0.0172303	0.188855	0.0467614	0.0247692	0.000122664	0.0131744	0.709087	
1204000	-5313.36	0.936075	0.0125755	0.0119082	0.00719562	0.00381518	0.0103576	0.0180732	0.0117917	0.91261	0.0134675	0.0280691	0.00825168	0.0190631	0.00674687	0.00355565	0.221601	0.700814	0.0125397	0.0195835	0.00399246	0.0379134	0.00889392	0.282835	0.00572008	0.680713	0.00997154	0.00105255	0.0108138	0.182504	0.0377036	0.0174835	0.0505612	0.687979	0.0192861	0.0044824	0.00443426	0.0469074	0.146601	0.0891406	0.0198765	0.672436	0.0206048	0.00446297	0.208765	0.0443097	0.0051233	0.0482497	0.00324346	0.685846	
1206000	-5332.6	0.931308	0.0177311	0.00396825	0.0334799	0.00194506	0.00351145	0.00805614	0.0329434	0.90984	0.0294918	0.0100987	0.0102398	0.00694133	0.000445124	0.0056876	0.237223	0.682758	0.0169938	0.0254311	0.00578013	0.0261259	0.0196126	0.282278	0.00731597	0.668617	0.0164643	0.00396009	0.00175245	0.1704	0.0515242	0.0428015	0.0256526	0.685088	0.0199276	0.00460684	0.115672	0.0201758	0.0340191	0.0787774	0.0495769	0.689176	0.0126032	0.0136505	0.192125	0.0384113	0.0249802	0.00794572	0.0274213	0.695466	
1208000	-5323.24	0.90779	0.00796472	0.0136771	0.00103975	0.0347806	0.0257937	0.00895448	0.0442565	0.877637	0.0123429	0.00120273	0.0339004	0.0098638	0.0207969	0.00855735	0.181933	0.667816	0.0166405	0.000910836	0.0806252	0.0435164	0.0146012	0.296286	0.00742219	0.673309	0.00422561	0.00090793	0.00324753	0.162588	0.0837056	0.0699219	0.00554416	0.672147	0.000863439	0.00522993	0.0764101	0.0246933	0.11444	0.0752768	0.0148975	0.688482	0.00580035	0.0383103	0.180893	0.020396	0.00893569	0.00988728	0.0600636	0.681514	
1210000	-5322.6	0.893166	0.021669	0.0125463	0.000296558	0.0206121	0.00588647	0.0458233	0.0532062	0.889758	0.00581985	0.0273343	0.000330706	0.00679453	0.0167569	0.0157031	0.195699	0.704711	0.00450235	0.000340809	0.00370819	0.0753362	0.000984186	0.286952	0.00401406	0.686685	0.00469466	0.00621214	0.0104572	0.161467	0.0386376	0.0447164	0.00154242	0.710009	0.0261263	0.0175019	0.0156646	0.0180284	0.135783	0.0452504	0.0142717	0.672573	0.0984288	0.0248627	0.203301	0.0354233	0.00963861	0.0215972	0.0375179	0.66766	
1212000	-5309.81	0.892263	0.010799	0.0160797	0.0340771	0.0401063	0.00279885	0.00387653	0.00267976	0.90877	0.00395491	0.0444884	0.000330706	0.0230194	0.0167569	0.00251504	0.197525	0.673358	0.0258044	0.0201178	0.0230466	0.0576336	0.0096488	0.287873	0.00917479	0.684145	0.000529843	0.000469977	0.0081583	0.118007	0.0387322	0.0650833	0.0339234	0.710738	0.0215859	0.0119298	0.0223854	0.0462184	0.0559416	0.104651	0.00680828	0.704266	0.0597289	0.0110541	0.253965	0.0305496	0.00541065	0.0201163	0.00612501	0.67278	
1214000	-5269.32	0.884096	0.0222956	0.0376788	0.014284	0.025166	0.00233105	0.0141488	0.0218926	0.903768	0.017795	0.0373229	0.009163	0.0100478	1.05436e-005	0.0125318	0.218782	0.718048	0.00340362	0.00141705	0.00879168	0.037026	0.0107536	0.291166	0.00428726	0.6866	0.00191513	0.00299825	0.00227959	0.123587	0.0195609	0.0267761	0.038556	0.697413	0.0458373	0.04827	0.00783857	0.0715963	0.0350475	0.122744	0.018058	0.66983	0.0748849	0.000905035	0.244953	0.00285146	0.0464139	0.0166592	0.0206793	0.667538	
1216000	-5264.73	0.866424	0.0360143	0.0628373	0.0224456	0.00522717	0.00233105	0.00472084	0.000762857	0.920893	0.00639107	0.0118966	0.0113611	0.0349125	0.0137829	0.00702939	0.220109	0.694085	0.0270163	0.00488748	0.00216604	0.0447075	0.00678807	0.294308	0.0161167	0.672749	0.000563598	0.00740062	0.00207344	0.138996	0.00684814	0.000972853	0.134503	0.685479	0.00699798	0.026203	0.0620035	0.0542002	0.0365559	0.143573	0.00675457	0.67358	0.0233334	0.0189032	0.24652	0.0112087	0.0345291	0.00584579	0.00594446	0.677048	
1218000	-5326.08	0.935379	0.00241203	0.0153132	0.0151691	0.00665346	0.00395412	0.0211189	0.059655	0.883418	0.00764879	0.0357245	0.00338904	0.00938142	0.00078315	0.000950773	0.220955	0.670665	0.0205162	0.0206814	0.000671375	0.0655599	0.00520936	0.291794	0.0143727	0.667203	0.00217427	0.0147948	0.00445211	0.148217	0.0123172	0.0203917	0.124075	0.672888	0.00660328	0.0155089	0.0172824	0.0433136	0.0980488	0.120174	0.035371	0.669428	0.0163828	0.0106699	0.231989	0.00178582	0.0232997	0.0354558	0.0137398	0.68306	
1220000	-5291.71	0.883309	0.0116489	0.0165173	0.019821	0.00665346	0.0283224	0.0337282	0.0176166	0.893578	0.000240201	0.0327062	0.0340393	0.0041954	0.0176246	0.00696781	0.191791	0.694132	0.0254777	0.0104879	0.00526995	0.0658742	0.00889099	0.294328	0.00906141	0.672827	0.0045807	0.00316884	0.00714318	0.132307	0.000287491	0.0490421	0.100828	0.683122	0.0159497	0.0184648	0.00171263	0.0466568	0.108935	0.0651502	0.00834563	0.725657	0.0435419	0.0359828	0.22278	0.00184186	0.0282074	0.00985171	0.00309235	0.698244	
1222000	-5278.44	0.879686	0.0331585	0.0123653	0.00424632	0.0613834	0.000767202	0.00839329	0.00760063	0.815578	0.0157796	0.113845	0.0208459	0.00569968	0.0206506	0.0179849	0.193368	0.677754	0.0181664	0.0273457	0.0128768	0.0525037	0.00741013	0.295555	0.00890236	0.667543	0.00248416	0.00887965	0.00922569	0.163822	0.0184848	0.0362733	0.0658135	0.674194	0.0182792	0.0231336	0.00064679	0.0647902	0.0618375	0.17609	0.0137285	0.677169	0.00573893	0.023783	0.176212	0.0186694	0.0198563	0.0151084	0.0370025	0.709368	
1224000	-5317.53	0.910412	0.0391175	0.00201699	0.00813207	0.0311612	0.000767202	0.00839329	0.0227011	0.921485	0.00829756	0.0103112	0.015398	0.0108581	0.0109494	0.0229476	0.162929	0.690507	0.0106999	0.0414881	0.00291675	0.0685119	0.00142866	0.304685	0.00662127	0.679422	0.000338104	0.00727826	0.000227061	0.161836	0.0378471	0.055784	0.0291956	0.680428	0.0126872	0.0222216	0.0905187	0.0296682	0.0121885	0.0278671	0.00486218	0.73717	0.0977255	0.0829036	0.174377	0.00457699	0.0129542	0.00625025	0.0253187	0.693619	
1226000	-5290.83	0.916854	0.0218961	0.0245146	0.0170457	0.0138157	0.000767202	0.00510707	0.0142935	0.873902	0.0138277	0.0574841	0.00962073	0.030736	0.000135695	0.0594548	0.168765	0.671178	0.0137362	0.00688355	0.0386378	0.0413446	0.00244893	0.290547	0.00571158	0.677644	0.0120231	0.00458693	0.00703793	0.16379	0.0475708	0.0420445	0.0330324	0.673249	0.0253803	0.014933	0.0383798	0.136656	0.0473611	0.0787479	0.00367042	0.681968	0.0132169	0.00694967	0.205161	0.0311635	0.00787717	0.0153067	0.0286597	0.704882	
1228000	-5307.25	0.934841	0.021463	0.00161512	0.0195317	0.0040381	0.00865962	0.00985098	0.0218434	0.870766	0.00508787	0.0660615	0.0263777	0.00796571	0.0018981	0.00428401	0.197862	0.668198	0.0218504	0.0332646	0.0011401	0.0734016	0.00398109	0.278739	0.000987566	0.686927	0.00286913	0.00561785	0.0208778	0.187855	0.0205807	0.00870066	0.0542613	0.671236	0.0555861	0.00178085	0.0093791	0.120303	0.11817	0.0318594	0.010089	0.667772	0.0424284	0.010653	0.178459	0.00976693	0.0285851	0.051108	0.0115665	0.709861	
1230000	-5282.73	0.933813	0.000281889	0.00645038	0.00733333	0.0119879	0.0354369	0.0046967	0.0134025	0.839076	0.00174202	0.057369	0.0260332	0.0133092	0.0490679	0.0158933	0.177341	0.697688	0.0137769	0.0294443	0.00663699	0.0592194	0.00761735	0.2951	0.00594255	0.68156	0.0064283	0.000537128	0.00281476	0.253928	0.0146684	0.00216124	0.0122436	0.677206	0.0304975	0.00929487	0.0588941	0.12957	0.0646593	0.0316238	0.00526184	0.702774	0.00721688	0.00512969	0.164864	0.0217397	0.0741197	0.00905423	0.00369656	0.721396	
1232000	-5314.67	0.944576	0.0257528	0.00649713	0.00688459	0.0119879	0.00374851	0.00055285	0.024732	0.930261	0.00174202	0.0245815	0.00120557	0.0128327	0.00464544	0.0368963	0.180135	0.66871	0.0139686	0.0119604	0.0238506	0.0644793	0.0173922	0.297325	0.00263844	0.669322	0.0016287	0.00802403	0.00366949	0.203659	0.0328533	0.0300451	0.00732999	0.703721	0.0105551	0.0118367	0.0314529	0.147678	0.00395427	0.0609801	0.00159141	0.706972	0.0473707	0.0697527	0.155761	0.0457821	0.0172132	0.0086331	0.0174411	0.685417	
1234000	-5283.86	0.883625	0.0229305	0.000770056	0.00451341	0.0115916	0.00963109	0.0669385	0.0179363	0.91216	0.00174202	0.0142851	0.000351102	0.052992	0.000533638	0.0307381	0.215157	0.689072	0.00276579	0.0178496	0.00409203	0.0403252	0.00761664	0.28284	0.00229153	0.679389	0.00238327	0.0207597	0.00471978	0.221476	0.0305222	0.0142284	0.0142601	0.667946	0.03536	0.0162076	0.072574	0.137931	0.0358467	0.035013	0.0114421	0.686116	0.0210766	0.00737965	0.154266	0.0376285	0.0726842	0.0352746	0.00652969	0.686237	
1236000	-5263.94	0.95004	0.0229305	0.000770056	0.00451341	0.0108487	0.00474247	0.0061543	0.00271467	0.879239	0.00174202	0.0919329	0.0103336	0.0131196	0.000918637	0.0046091	0.248621	0.669962	0.0183449	0.00519373	0.0256419	0.0276275	0.0119782	0.26748	0.00626731	0.680421	0.0246066	0.00789905	0.00134807	0.230864	0.0238625	0.0420293	0.0136058	0.668978	0.0184094	0.00225081	0.0437052	0.199878	0.0016887	0.0486608	0.000226138	0.683408	0.0224334	0.0369031	0.184028	0.0326966	0.0299113	0.0142038	0.0234118	0.678846	
1238000	-5252.75	0.938444	0.0193995	0.00527242	0.0100685	0.00719801	0.00416309	0.0154549	0.016174	0.848416	0.00305789	0.0764303	0.00454842	0.0122987	0.0390744	0.020683	0.243169	0.683189	0.00761202	0.0024935	0.00218321	0.0406711	0.00762091	0.283209	0.00080776	0.696778	0.00292501	0.00550408	0.00315543	0.209137	0.0623679	0.00782498	0.0213115	0.671558	0.00372001	0.0240803	0.00632326	0.123426	0.071638	0.0770783	0.030618	0.684748	0.00616778	0.0141083	0.126759	0.0392307	0.0618515	0.000576964	0.0611363	0.696337	
1240000	-5224.65	0.914029	0.0312943	0.00783905	0.023729	0.00846782	0.0125314	0.00210905	0.00595358	0.852929	0.00998937	0.0712872	0.0138116	0.0351341	0.0108955	0.0169174	0.237564	0.669332	0.0302385	0.00695457	0.00168207	0.0373113	0.00923517	0.240977	0.00669794	0.68586	0.0194762	0.0239721	0.0137814	0.226757	0.0440192	0.00546113	0.000274532	0.666806	0.0392344	0.0174478	0.000430027	0.10758	0.0152449	0.136527	0.0336795	0.681294	0.0252442	0.00160785	0.202372	0.0373919	0.0319664	0.0212391	0.00665486	0.698768	
1242000	-5221.27	0.937418	0.0215737	0.0178877	0.00339208	0.00751597	0.00332686	0.00888545	0.0124135	0.846902	0.0248825	0.0695181	0.0025749	0.00471822	0.0389905	0.00348625	0.215044	0.700598	0.0138295	0.00189797	0.0149716	0.0501723	0.00196388	0.235705	0.00386087	0.693084	0.00930534	0.0462811	0.00979892	0.248198	0.0316439	0.0151476	0.00175406	0.670363	0.00513923	0.0277545	0.0145543	0.130361	0.0188999	0.07377	0.017204	0.668655	0.0765557	0.00562321	0.227089	0.018406	0.0534772	0.000699348	0.0172436	0.677462	
1244000	-5249.27	0.951839	0.0132644	0.00258782	0.000486756	0.00765483	0.0126081	0.0115596	6.94814e-005	0.844391	0.0344048	0.100753	0.0045944	0.00168657	0.0141013	0.00947814	0.205104	0.679864	0.0239775	0.0161277	0.0272486	0.0382008	0.00149474	0.254855	0.000188696	0.705534	0.00462225	0.0322466	0.00105834	0.227818	0.0356856	0.0440567	0.00415554	0.678204	0.00110861	0.00897168	0.0146685	0.0377841	0.0105807	0.161165	0.0601152	0.683836	0.0318508	0.0064726	0.211876	0.00733252	0.0514398	0.0205272	0.00276232	0.69959	
1246000	-5260.11	0.888779	0.00240384	0.0282055	0.00224257	0.0343066	0.0338383	0.0102247	0.000768861	0.909743	0.00116874	0.0604964	0.00478327	0.0105922	0.0124478	0.0154033	0.220139	0.67535	0.0118617	0.0207833	7.47902e-005	0.0563877	0.00393466	0.259444	0.00268438	0.707843	0.00377503	0.00957875	0.0127406	0.229618	0.0650088	0.00250763	0.0171194	0.671109	0.00825481	0.00638227	0.117826	0.0256485	0.0142933	0.0958824	0.028099	0.673903	0.0443479	0.0142502	0.234819	0.0233432	0.0319332	0.014849	0.00629189	0.674514	
1248000	-5279.71	0.878285	0.0240569	0.0279782	0.0040578	0.00689251	0.0359694	0.02276	0.000768861	0.898051	0.0184669	0.0110917	0.00935833	0.00510017	0.0571629	0.0334191	0.206225	0.673858	0.0216081	0.0056984	0.0205664	0.0386257	0.00533436	0.275233	0.013394	0.687625	0.00742197	0.0104092	0.000583059	0.2097	0.0729179	0.0179038	0.00680163	0.679843	0.010986	0.0018476	0.0459938	0.0345805	0.0484843	0.0489399	0.064347	0.749929	0.00772569	0.0280959	0.247168	0.0102308	0.00910842	0.0174685	0.0178426	0.670085	
1250000	-5273	0.859287	0.03815	0.0266443	0.0186402	0.0214262	0.0182475	0.0176052	0.00325954	0.856319	0.00231787	0.0501515	0.0353409	0.00274546	0.0498654	0.0672361	0.150676	0.670199	0.0228338	0.0156996	0.0133474	0.0600075	0.00770479	0.26953	0.0179333	0.703156	0.00117723	0.000318645	0.000180026	0.205224	0.0371339	0.0227617	0.0113597	0.701461	0.00979219	0.0122677	0.0482695	0.0298891	0.115199	0.0294191	0.0579301	0.682204	0.0370882	0.0221564	0.178485	0.0271085	0.0287387	0.074133	0.00197599	0.667403	
